LoyalCH,PriceCH,SpecialCH,SalePriceCH,PriceMM,SpecialMM,SalePriceMM,Purchase
0.131072,1.79,0,1.79,2.09,0,2.09,MM
0.104858,1.79,0,1.79,2.09,0,2.09,MM
0.083886,1.99,0,1.99,2.09,0,2.09,MM
0.067109,1.99,0,1.99,2.09,0,1.69,CH
0.253687,1.99,0,1.99,2.09,0,1.69,MM
0.4,1.69,0,1.69,1.69,1,1.49,CH
0.5648,1.69,0,1.69,1.99,1,1.99,CH
0.65184,1.69,0,1.69,1.99,0,1.99,CH
0.721472,1.69,1,1.69,1.99,1,1.59,CH
0.777178,1.75,1,1.75,1.99,0,1.59,CH
0.821742,1.75,1,1.75,1.99,0,1.59,CH
0.857394,1.69,0,1.69,1.99,0,1.99,CH
0.885915,1.75,0,1.75,1.99,0,1.59,CH
0.908732,1.75,0,1.75,1.99,0,1.59,CH
0.926986,1.75,0,1.75,1.99,0,1.59,CH
0.941588,1.86,0,1.86,2.09,0,2.09,CH
0.953271,1.86,0,1.86,2.09,0,2.09,MM
0.762617,1.86,0,1.86,2.09,0,1.89,MM
0.610093,1.89,0,1.76,2.09,0,2.09,CH
0.688075,1.99,1,1.99,2.29,0,2.29,MM
0.55046,1.89,0,1.76,2.18,0,2.18,CH
0.640368,1.99,0,1.99,2.29,0,2.29,CH
0.712294,1.86,0,1.86,2.13,0,1.89,CH
0.769835,1.86,0,1.86,2.13,0,1.89,CH
0.815868,1.76,0,1.76,1.99,0,1.79,CH
0.852695,1.86,0,1.59,2.13,0,2.13,CH
0.882156,1.86,1,1.49,2.13,0,2.13,CH
0.905725,1.86,1,1.49,2.13,0,2.13,CH
0.92458,1.99,0,1.89,2.09,0,2.09,CH
0.939664,1.86,1,1.59,2.13,0,2.13,CH
0.951731,1.99,0,1.99,2.09,0,1.69,CH
0.961385,1.99,0,1.49,2.13,1,2.13,CH
0.5,1.69,0,1.69,1.69,0,1.69,MM
0.4,1.69,0,1.69,1.69,0,1.69,MM
0.5,1.69,0,1.69,1.99,0,1.99,MM
0.4,1.69,0,1.69,1.99,0,1.99,MM
0.32,1.75,0,1.75,1.99,0,1.59,CH
0.456,1.75,0,1.75,1.99,0,1.99,CH
0.5648,1.75,0,1.75,1.99,0,1.99,CH
0.65184,1.75,0,1.75,1.99,1,1.69,CH
0.721472,1.75,0,1.75,1.99,1,1.69,CH
0.777178,1.86,0,1.86,1.99,1,1.69,CH
0.821742,1.76,0,1.76,2.09,0,2.09,CH
0.857394,1.76,0,1.76,2.09,0,2.09,CH
0.885915,1.76,0,1.76,2.18,0,2.18,CH
0.908732,1.76,0,1.76,2.18,0,2.18,CH
0.744,1.69,0,1.69,1.69,0,1.69,MM
0.5952,1.69,0,1.69,1.99,1,1.99,CH
0.67616,1.69,0,1.69,1.99,0,1.99,CH
0.740928,1.75,0,1.75,1.99,0,1.59,CH
0.792742,1.75,0,1.75,1.99,0,1.59,CH
0.834194,1.86,0,1.86,2.09,1,2.09,CH
0.32,1.69,0,1.69,1.69,0,1.69,MM
0.256,1.69,0,1.69,1.69,0,1.69,CH
0.4048,1.69,1,1.69,1.99,0,1.99,CH
0.52384,1.75,1,1.75,1.99,0,1.59,CH
0.619072,1.69,0,1.69,1.99,0,1.99,CH
0.695258,1.75,0,1.75,1.99,0,1.99,MM
0.556206,1.86,0,1.86,1.99,1,1.69,MM
0.444965,1.86,0,1.86,2.09,0,1.89,MM
0.355972,1.76,0,1.76,2.09,0,2.09,CH
0.484778,1.86,0,1.76,2.09,0,2.09,CH
0.587822,1.86,0,1.76,2.09,0,2.09,CH
0.670258,1.86,0,1.86,2.18,0,2.18,CH
0.736206,1.86,0,1.86,2.18,0,2.18,MM
0.588965,1.86,0,1.86,2.13,0,1.89,CH
0.671172,1.86,0,1.86,2.18,0,2.18,CH
